ID,Datu,m,,Dagsoort,Begintijd,Eindtijd,Plaats,District,Wijk,Buurt,Subbuurt,Straat,Postcode,Poging,Opgelost,SOGeslacht
2011040415-1,7,02,2011,MA,18:30,18:45,SCHIEDAM,DISTRICT 2,6-ZUID D,1-OOST,3-OOST-3,PROF KAMERLINGH ONNESLN,3112VH,N,J,
2011040508-1,7,02,2011,MA,19:38,20:00,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,7-7,HEEMRAADSTRAAT,3023VJ,N,N,
2011041066-1,7,02,2011,MA,20:30,20:35,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,5-5,AFRIKAANDERPLEIN,3072EC,N,N,
2011041718-1,7,02,2011,MA,19:30,19:50,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,2-2,CAPELSEWEG,,J,J,
2011044724-1,7,02,2011,MA,16:30,17:00,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,0-0,VUURPLAAT,3071AR,N,J,
2011041140-2,8,02,2011,DI,11:00,11:00,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,1-1,PLEINWEG,,J,N,
2011041869-1,8,02,2011,DI,19:00,19:15,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,0-0,ROSESTRAAT,,N,N,
2011041892-1,8,02,2011,DI,20:00,20:15,ROTTERDAM,DISTRICT 3,2-Feb,3-SPANGEN,2-2,SPANGESEKADE,3026GW,J,N,
2011042436-1,8,02,2011,DI,18:30,18:30,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,0-0,ASTERLO,3085AD,N,J,
2011048313-1,8,02,2011,DI,7:05,7:10,ROTTERDAM,DISTRICT 3,2-Feb,2-TUSSENDIJKE,2-2,VAN DUYLSTRAAT,,N,N,
2011048373-1,8,02,2011,DI,7:35,7:40,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,1-1,AELBRECHTSKADE,3022HL,N,N,
2011042096-1,9,02,2011,WO,23:55,0:25,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,1-1,SPINET,3068LX,N,J,
2011042755-1,9,02,2011,WO,15:10,15:20,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARKWEG,3085BW,N,N,
2011043571-1,9,02,2011,WO,11:00,19:00,ROTTERDAM,DISTRICT 3,2-Feb,7-OUD MATHENESSE,3-3,SCHIEDAMSEWEG,,N,N,
2011043162-1,10,02,2011,DO,1:50,1:50,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,0-0,HOFPLEIN,,J,J,
2011044108-1,10,02,2011,DO,15:00,15:13,CAPELLE AAN DEN IJSSEL,DISTRICT 6,7-MIDDELWATERING WEST,5-SCHILDERSBUURT,5-SCHILDERSBUURT,RUBENSSINGEL,,N,N,
2011044239-1,10,02,2011,DO,12:00,12:00,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,7-7,SPINOZAWEG,,N,N,
2011044468-1,10,02,2011,DO,23:40,23:40,ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,1-1,DOGGERSBANK,3192DA,N,N,
2011044472-1,10,02,2011,DO,23:15,23:15,ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,1-1,DOGGERSBANK,3192DA,N,N,
2011045308-1,10,02,2011,DO,17:00,17:15,ROTTERDAM,DISTRICT 3,5-May,1-KLEINPOLDER,9-9,ZIEDEWIJSTRAAT,3042HV,N,N,
2011045233-1,11,02,2011,VR,3:30,3:30,ROTTERDAM,DISTRICT 9,8-Aug,1-BLOEMHOF,5-5,LANGE HILLEWEG,3073BZ,N,N,
2011045477-1,11,02,2011,VR,16:32,16:32,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,KRUIDENTUIN,,N,J,
2011045765-1,11,02,2011,VR,17:45,17:45,BARENDRECHT,DISTRICT 10,0-BARENDRECHT DORP,4-BUITENOORD,2-KEMPENAAR,KEMPENAAR,2991PL,N,N,
2011046427-1,11,02,2011,VR,23:00,23:00,ROTTERDAM,DISTRICT 9,8-Aug,8-NOORDER EILAND,1-1,BURG HOFFMANPLEIN,,N,N,
2011047693-1,11,02,2011,VR,21:00,23:20,CAPELLE AAN DEN IJSSEL,DISTRICT 6,8-OOSTGAARDE NOORD,4-BERGENBUURT,4-BERGENBUURT,BOOMBERG,2905BG,N,J,
2011048171-1,11,02,2011,VR,1:10,1:10,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,ROSESTRAAT,3071AH,N,N,
2011048309-1,11,02,2011,VR,23:30,23:55,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,0-0,BUITENDIJKTUNNEL,,N,N,
2011070461-1,11,02,2011,VR,16:30,17:00,ROTTERDAM,DISTRICT 10,7-Jul,2-CARNISSE,6-6,URKERSINGEL,3083SV,N,N,
2011046035-1,12,02,2011,ZA,0:20,0:22,ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,1-1,DOGGERSBANK,3192DA,N,N,
2011046521-1,12,02,2011,ZA,16:00,16:00,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,3-3,SCHOTHORST,3085HS,N,N,
2011046541-1,12,02,2011,ZA,20:45,20:50,VLAARDINGEN,DISTRICT 1,1-WIJK 1,1-CENTRUM,0-CENTRUM,VEERPLEIN,3131CN,N,J,
2011046744-1,12,02,2011,ZA,22:30,22:45,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,4-4,BERTRAND RUSSELLPLAATS,3069CA,N,J,
2011046981-1,12,02,2011,ZA,22:30,22:40,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,4-4,BERTRAND RUSSELLPLAATS,3069CH,N,J,
2011047013-1,12,02,2011,ZA,21:45,21:45,CAPELLE AAN DEN IJSSEL,DISTRICT 6,8-OOSTGAARDE NOORD,5-MOLUKKENBUURT,5-MOLUKKENBUURT,HITLANDBOS (RECR),,N,N,
2011047055-1,12,02,2011,ZA,21:30,21:35,CAPELLE AAN DEN IJSSEL,DISTRICT 6,8-OOSTGAARDE NOORD,7-DIEPENBUURT,7-DIEPENBUURT,HOLLANDSCH DIEP,2904EP,N,N,
2011047197-1,12,02,2011,ZA,22:00,22:00,CAPELLE AAN DEN IJSSEL,DISTRICT 6,8-OOSTGAARDE NOORD,5-MOLUKKENBUURT,5-MOLUKKENBUURT,HITLANDBOS (RECR),,N,N,
2011047804-1,12,02,2011,ZA,3:00,3:30,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,4-4,SCHIEDAMSE VESTHOF,3012BJ,N,N,
2011057263-1,12,02,2011,ZA,4:15,4:30,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,1-1,STADHUISPLEIN,3012AR,N,N,
2011366359-1,12,02,2011,VR,12:00,14:00,VLAARDINGEN,DISTRICT 1,2-WIJK 2,2-ZUIDWIJK,0-ZUIDWIJK,TUSSENPAD,,N,N,m
2011047254-1,13,02,2011,ZO,15:00,15:00,SCHIEDAM,DISTRICT 2,1-NOORD A,7-KETHEL/TUINDORP/BEATRIX,1-TUINDORP/KETHEL-1,PARKWEG,3119CM,N,N,
2011048243-1,13,02,2011,ZO,5:30,5:30,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,0-0,COOLSINGEL,3011AD,N,J,
2011048468-1,13,02,2011,ZO,19:30,20:00,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,6-6,PUTSELAAN,3072CD,N,N,
2011049218-1,13,02,2011,ZO,23:45,23:45,ROTTERDAM,DISTRICT 6,4-Apr,3-KRALINGSE BOS,2-2,BOSZOOM,3062CB,J,N,
2011048072-1,14,02,2011,MA,10:45,10:45,ROTTERDAM,DISTRICT 9,8-Aug,2-HILLESLUIS,7-7,WESTERBEEKSTRAAT,3074DG,N,J,
2011048446-1,14,02,2011,MA,19:00,19:30,VLAARDINGEN,DISTRICT 1,5-WIJK 5,1-BABBERSPOLDER 1,0-BABBERSPOLDER 1,HARGAPAD,,N,N,
2011051417-1,14,02,2011,MA,20:30,20:45,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,9-9,ERASMUSPAD,3052KP,N,N,
2011051530-1,14,02,2011,MA,19:30,19:30,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,3-3,ARENDSWEG,3082NA,N,N,
2011051714-1,14,02,2011,MA,19:30,19:30,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,4-4,KLEIN NIEUWLAND,,N,N,
2011049761-1,15,02,2011,DI,16:30,16:30,SPIJKENISSE,DISTRICT 11,7-AKKERS/VRIESL./VOGELENZ,1-GAARDEN,6-PC 6,SYLVANERGAARD,3206PN,J,J,
2011049766-1,15,02,2011,DI,18:30,18:45,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,2-2,MEENT,3011JG,J,N,
2011049937-1,15,02,2011,DI,23:35,23:40,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,5-5,ERROLL GARNERSTRAAT,3069XE,N,J,
2011050482-1,15,02,2011,DI,21:00,21:30,SCHIEDAM,DISTRICT 2,1-NOORD A,9-SPALAND/WOUDHOEK/PLEINE,7-SPALAND-7,HARREWEG,3124KB,N,N,
2011051775-1,15,02,2011,DI,13:30,13:30,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,5-5,HILLEDIJK,3072RD,J,N,
2011053998-1,15,02,2011,DI,15:00,15:30,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,2-2,ZUIDPLEIN HOOG,3083BT,N,N,
2011051072-1,16,02,2011,WO,16:00,18:00,VLAARDINGEN,DISTRICT 1,4-WIJK 4,1-OOSTWIJK,0-OOSTWIJK,BINNENSINGEL,3134NH,N,N,
2011051240-1,16,02,2011,WO,23:30,23:35,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,5-HORDIJKER,VIKINGOORD,3079RL,N,N,
2011051266-1,16,02,2011,WO,23:15,23:15,ROTTERDAM,DISTRICT 5,1-Jan,6-PROVENIERSWIJK,1-1,VAN DER SCHELLINGSTRAAT,3033VK,N,J,
2011051331-1,16,02,2011,WO,23:45,23:59,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,6-6,TOON VAN VLIETSTRAAT,3069ZP,N,J,
2011051740-1,16,02,2011,WO,16:47,19:00,ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,5-5,CLOESE,3191ED,N,N,
2011051889-1,17,02,2011,DO,11:00,11:30,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,5-5,MONTESSORIWEG,3083AN,N,N,
2011052160-1,17,02,2011,DO,14:30,15:30,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,1-1,KAREL DE STOUTEPLEIN,3082RM,N,N,
2011052180-1,17,02,2011,DO,16:10,16:10,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,4-4,ZANDKREEK,3079AS,N,J,
2011052269-1,17,02,2011,DO,18:10,18:10,SCHIEDAM,DISTRICT 2,5-ZUID C,2-CENTRUM,2-CENTRUM-2,WESTVEST,3111BZ,N,N,
2011052428-1,17,02,2011,DO,21:50,21:50,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,1-1,WOLPHAERTSBOCHT,,N,N,
2011052504-1,18,02,2011,VR,0:15,0:15,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,5-5,'S-GRAVENDIJKWAL,3014EL,N,N,
2011053139-1,18,02,2011,VR,13:45,13:45,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,5-5,MAETERLINCKWEG,3076GA,N,N,
2011053259-1,18,02,2011,VR,13:15,13:15,BARENDRECHT,DISTRICT 10,3-BUITEN BEBOUWDE KOM,1-NOORD,0-NOORD,KOOIWALWEG,2992XA,N,N,
2011053599-1,18,02,2011,VR,20:00,20:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,1-1,LIJNBAAN,,N,N,
2011053646-1,18,02,2011,VR,23:15,23:15,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,3-3,TEILINGERSTRAAT,,N,J,
2011053651-1,18,02,2011,VR,22:02,22:02,ROTTERDAM,DISTRICT 6,4-Apr,2-KRALINGEN OOST,7-7,BURGEMEESTER OUDLAAN,,N,N,
2011090355-1,18,02,2011,VR,12:20,12:20,ROTTERDAM,DISTRICT 10,7-Jul,7-PENDRECHT,4-4,VLISSINGENPLEIN,3086GZ,J,N,
2011054342-1,19,02,2011,ZA,14:25,14:30,ROTTERDAM,DISTRICT 3,2-Feb,2-TUSSENDIJKE,3-3,GROTE VISSERIJSTRAAT,3026CP,N,N,
2011054396-1,19,02,2011,ZA,17:35,17:40,ROTTERDAM,DISTRICT 3,2-Feb,0-DELFSHAVEN,2-2,SCHOONDERLOOSTRAAT,3024TV,N,N,
2011054430-1,19,02,2011,ZA,18:24,18:24,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,VUURPLAAT,3071AR,N,N,
2011054586-1,19,02,2011,ZA,22:00,22:15,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,N,J,
2011054592-1,19,02,2011,ZA,21:50,21:50,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,J,J,
2011054609-1,19,02,2011,ZA,22:50,22:50,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,N,J,
2011054610-1,19,02,2011,ZA,21:50,21:50,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,N,J,
2011054988-1,19,02,2011,ZA,22:00,22:00,ROTTERDAM,DISTRICT 3,2-Feb,6-NIEUW MATHENESSE,4-4,GALVANISTRAAT,3029AD,N,J,
2011055136-1,19,02,2011,ZA,22:00,22:10,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,N,J,
2011054612-15,20,02,2011,ZO,0:00,1:00,SPIJKENISSE,DISTRICT 11,9-HEKELINGEN/BUITENGEBIED,9-BUITENGEBIED OVERIG,6-PC 6,HEKELINGSEWEG,,N,N,
2011055173-1,20,02,2011,ZO,12:30,12:45,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,1-1,VUURPLAAT,3071AR,N,J,
2011055720-1,20,02,2011,ZO,19:35,19:45,ROTTERDAM,DISTRICT 10,9-Sep,2-HOOGVLIET NOORD,5-5,NIEUWE WETERING,3194TB,N,N,
2011060497-1,20,02,2011,ZO,1:30,2:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,1-1,KRUISKADE,3012EE,N,N,
2011055457-1,21,02,2011,MA,0:30,0:45,ROTTERDAM,DISTRICT 3,2-Feb,2-TUSSENDIJKE,2-2,MATHENESSERDIJK,3026GL,N,N,
2011056303-1,21,02,2011,MA,17:31,17:39,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,2-2,KATENDRECHTSE LAGEDIJK,3083GL,N,N,
2011056408-1,21,02,2011,MA,16:40,16:45,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,1-1,ALEXANDRIESTRAAT,3067MR,N,J,
2011056428-1,21,02,2011,MA,19:00,19:00,SCHIEDAM,DISTRICT 2,1-NOORD A,9-SPALAND/WOUDHOEK/PLEINE,5-SPALAND-5,HAZEPAD,,J,N,
2011057287-1,21,02,2011,MA,16:30,16:34,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARKWEG,3084BB,N,N,
2011071145-1,21,02,2011,MA,2:30,3:00,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,3-3,BOTERSLOOT,3011HJ,N,N,
2011057700-1,22,02,2011,DI,12:00,12:30,ROTTERDAM,DISTRICT 10,7-Jul,2-CARNISSE,6-6,AMELANDSEPLEIN,3083SJ,N,N,
2011058019-1,22,02,2011,DI,22:15,22:20,ROTTERDAM,DISTRICT 9,8-Aug,7-FEIJENOORD,3-3,ORANJEBOOMSTRAAT,,N,N,
2011058556-1,22,02,2011,DI,18:00,18:15,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,0-0,WOLLEFOPPENWEG,,N,N,
2011065538-1,22,02,2011,DI,22:00,22:00,SPIJKENISSE,DISTRICT 11,8-SCHENKEL,1-SCHENKEL-N.W.,7-PC 7,IJSSELSTRAAT,,N,N,
2011058208-1,23,02,2011,WO,10:45,11:00,ROTTERDAM,DISTRICT 9,8-Aug,2-HILLESLUIS,0-0,SLAGHEKSTRAAT,3074LK,N,N,
2011058843-1,23,02,2011,WO,20:33,20:33,SPIJKENISSE,DISTRICT 11,4-GROENEWOUD,2-GROENEWOUD-KOOP,3-PC 3,BEUKENLAAN,3203AC,N,N,
2011059500-1,23,02,2011,WO,20:33,20:33,SPIJKENISSE,DISTRICT 11,4-GROENEWOUD,2-GROENEWOUD-KOOP,3-PC 3,BEUKENLAAN,3203AC,N,N,
2011059699-1,23,02,2011,WO,20:33,20:33,SPIJKENISSE,DISTRICT 11,4-GROENEWOUD,2-GROENEWOUD-KOOP,3-PC 3,BEUKENLAAN,3203AC,N,N,
2011063998-1,23,02,2011,WO,12:30,12:40,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,5-5,JAN LIGTHARTSTRAAT,3083AM,N,J,
2011059447-1,24,02,2011,DO,7:40,7:45,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,1-1,WEENA,3014AX,N,N,
2011059789-1,24,02,2011,DO,14:05,14:35,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,8-8,GRIFT,3075SB,N,J,
2011059904-1,24,02,2011,DO,18:55,18:55,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,8-8,PLINIUSSTRAAT,3076AH,N,J,
2011059992-1,24,02,2011,DO,19:30,20:00,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,2-2,GROENE HILLEDIJK,3075ED,N,N,
2011063938-1,24,02,2011,DO,0:30,0:30,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,0-0,HOYLEDESTRAAT,3036LP,N,N,
2011060710-1,25,02,2011,VR,12:45,12:45,VLAARDINGEN,DISTRICT 1,6-WIJK 6,2-STADHOUDERSBUURT,0-STADHOUDERSBUURT,DE LOPER,3136CN,N,N,
2011060803-1,25,02,2011,VR,14:10,14:10,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,3-3,FRITS RUYSSTRAAT,3061MD,N,N,
2011060940-1,25,02,2011,VR,15:10,15:20,ROTTERDAM,DISTRICT 3,2-Feb,2-TUSSENDIJKE,1-1,GIJSINGLAAN,3026BG,N,N,
2011061926-1,25,02,2011,VR,23:45,23:55,ROTTERDAM,DISTRICT 6,6-Jun,8-Aug,0-0,JAN WILSPAD,3059PJ,N,J,
2011168042-1,25,02,2011,VR,21:00,22:00,ROTTERDAM,DISTRICT 9,8-Aug,5-KATENDRECHT,1-1,MAASHAVEN O.Z.,,N,J,m
2011061876-1,26,02,2011,ZA,2:15,2:45,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,9-9,KOOIWALWEG,3076JJ,N,J,
2011062575-1,27,02,2011,ZO,13:45,13:45,SCHIEDAM,DISTRICT 2,3-ZUID A,6-NIEUWLAND-WEST,8-NIEUWLAND-8,BURG VAN HAARENLAAN,3118GD,J,N,
2011063826-1,28,02,2011,MA,15:30,15:31,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,3-3,COOLSINGEL,3012AG,N,N,
2011065216-1,28,02,2011,MA,19:10,19:10,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,4-4,GERDESIAWEG,3031BR,N,N,
2011066924-1,28,02,2011,MA,20:30,20:45,BARENDRECHT,DISTRICT 10,3-BUITEN BEBOUWDE KOM,1-NOORD,0-NOORD,BRESLAU,,N,N,
2011064810-1,1,03,2011,DI,6:39,6:39,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,0-0,VLASKADE,3087EK,N,N,
2011065093-1,1,03,2011,DI,16:00,16:00,ROTTERDAM,DISTRICT 4,1-Jan,9-DIJKZIGT,1-1,MUSEUMPARK,,N,J,
2011065204-1,1,03,2011,DI,1:45,1:45,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,6-6,BLAAK,,J,N,
2011065285-1,1,03,2011,DI,21:45,21:45,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,2-2,METROPLEIN,3083BB,N,J,
2011065366-1,1,03,2011,DI,23:02,23:02,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,J,J,
2011065500-1,1,03,2011,DI,22:30,22:45,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,J,J,
2011066838-1,1,03,2011,DI,22:30,23:15,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,N,J,
2011066988-1,1,03,2011,DI,22:20,22:45,CAPELLE AAN DEN IJSSEL,DISTRICT 6,0-SCHOLLEBOS,0-SCHOLLEBOS,0-SCHOLLEBOS,SCHOLLEBOS,,N,J,
2011067393-1,1,03,2011,DI,0:10,0:15,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,3-3,BINNENWEGPLEIN,3012KA,N,N,
2011135789-1,1,03,2011,DI,0:00,0:00,ROTTERDAM,DISTRICT 5,3-Mar,1-BERGPOLDER,4-4,BERGWEG,3038AA,N,N,m
2011066657-1,2,03,2011,WO,23:02,23:02,ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,6-6,DORPSSTRAAT,,N,N,
2011066897-1,2,03,2011,WO,20:30,20:30,BERKEL EN RODENRIJS,DISTRICT 5,0-BERKEL (OUD),3-CENTRUM,0-3,KERKSTRAAT,2651CE,N,N,
2011067681-1,3,03,2011,DO,16:00,17:00,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,1-1,POOLSTERPLEIN,3067LW,N,N,
2011067695-1,3,03,2011,DO,19:30,19:30,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,5-5,STREVELSWEG,3083LX,N,N,
2011067831-1,3,03,2011,DO,21:17,21:17,ROTTERDAM,DISTRICT 6,4-Apr,2-KRALINGEN OOST,3-3,VOORSCHOTERLAAN,3062KT,N,N,
2011067909-1,3,03,2011,DO,22:41,22:41,SPIJKENISSE,DISTRICT 11,7-AKKERS/VRIESL./VOGELENZ,0-DREVEN,4-PC 4,RAMMENASDREEF,3204HE,N,N,
2011068895-1,3,03,2011,DO,23:45,23:45,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,5-5,DORDTSELAAN,3081BE,N,N,
2011069709-1,3,03,2011,DO,18:30,18:45,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,1-1,HILLEDWARSSTRAAT,3072JG,N,J,
2011070292-1,3,03,2011,DO,17:00,17:15,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,1-1,VUURPLAAT,3071AR,N,N,
2011068338-1,4,03,2011,VR,2:55,3:05,CAPELLE AAN DEN IJSSEL,DISTRICT 6,5-CAPELLE WEST,0-S-GRAVENLAND OOST,1-COMPONISTENBUURT,SIBELIUSWEG,2901GH,N,N,
2011068520-1,4,03,2011,VR,12:55,13:10,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,3-3,KELLOGGPLAATS,3068JH,N,N,
2011068791-1,4,03,2011,VR,17:19,17:19,SCHIEDAM,DISTRICT 2,1-NOORD A,7-KETHEL/TUINDORP/BEATRIX,5-TUINDORP/KETHEL-5,HOF VAN SPALAND,3121CB,N,N,
2011069005-1,4,03,2011,VR,19:00,20:00,VLAARDINGEN,DISTRICT 1,1-WIJK 1,1-CENTRUM,0-CENTRUM,LIESVELD,3131CM,N,J,
2011069601-1,4,03,2011,VR,23:00,23:15,ROTTERDAM,DISTRICT 6,4-Apr,2-KRALINGEN OOST,0-0,OUDEDIJK,3062AA,N,N,
2011070796-1,4,03,2011,VR,16:00,16:00,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,6-6,OOSTPLEIN,,N,J,
2011072944-1,4,03,2011,VR,16:00,16:15,ROTTERDAM,DISTRICT 3,2-Feb,0-DELFSHAVEN,2-2,KORTE SCHOONDERLOOSTRAAT,3024TP,N,N,
2011069177-1,5,03,2011,ZA,0:15,0:25,CAPELLE AAN DEN IJSSEL,DISTRICT 6,5-CAPELLE WEST,3-ZEEHELDENBUURT,1-ZEEHELDENBUURT OOST,NIJVERHEIDSTRAAT,,N,J,
2011069574-1,5,03,2011,ZA,13:58,13:58,ROTTERDAM,DISTRICT 3,2-Feb,3-SPANGEN,3-3,MATHENESSERDIJK,3027BG,N,J,
2011069919-1,5,03,2011,ZA,21:40,21:45,CAPELLE AAN DEN IJSSEL,DISTRICT 6,5-CAPELLE WEST,0-S-GRAVENLAND OOST,1-COMPONISTENBUURT,BERLIOZSTRAAT,2901GA,N,N,
2011070323-1,5,03,2011,ZA,22:00,22:00,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,2-2,GERRIT VAN DE LINDESTRAAT,3022TR,J,N,
2011073725-1,5,03,2011,ZA,21:45,21:45,CAPELLE AAN DEN IJSSEL,DISTRICT 6,5-CAPELLE WEST,0-S-GRAVENLAND OOST,1-COMPONISTENBUURT,BERLIOZSTRAAT,2901GA,J,N,
2011070458-1,6,03,2011,ZO,16:15,16:15,ROTTERDAM,DISTRICT 10,9-Sep,2-HOOGVLIET NOORD,5-5,HOOGVLIETSEKERKWEG,3194AM,N,J,
2011070917-1,6,03,2011,ZO,15:00,15:00,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,5-5,DORDTSELAAN,3081BJ,N,N,
2011071239-1,6,03,2011,ZO,2:50,2:50,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,0-0,NOORDSINGEL,3032BN,N,N,
2011072907-1,6,03,2011,ZO,20:30,20:30,VLAARDINGEN,DISTRICT 1,2-WIJK 2,1-WESTWIJK,0-WESTWIJK,KAMERLINGH ONNESSTRAAT,3132RS,N,N,
2011070690-1,7,03,2011,MA,1:20,1:20,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,7-7,NIEUWE BINNENWEG,3015BB,N,J,
2011070971-1,7,03,2011,MA,5:00,5:00,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARKWEG,3085BW,N,N,
